order_id,customer_id,city,category,product_name,price,quantity,total_amount,order_date
407,36,Bangalore,Sports,Cricket Bat,57969,3,173907,12/10/2024
408,79,Chennai,Sports,Cricket Bat,40192,2,80384,9/16/2023
409,246,Hyderabad,Sports,Gym Gloves,10194,4,40776,9/4/2024
410,275,Hyderabad,Sports,Gym Gloves,71756,1,71756,1/4/2024
411,23,Hyderabad,Electronics,Laptop,33036,3,99108,6/20/2023
412,51,Delhi,Sports,Tennis Racket,56920,1,56920,1/11/2023
413,238,Chennai,Fashion,Shoes,58929,3,176787,2/5/2024
414,54,Delhi,Beauty,Lipstick,45715,1,45715,5/9/2024
415,160,Delhi,Sports,Football,15713,2,31426,12/23/2023
416,244,Mumbai,Sports,Cricket Bat,68803,4,275212,12/23/2023
417,23,Chennai,Sports,Gym Gloves,42300,1,42300,11/4/2023
418,85,Chennai,Electronics,Laptop,45467,1,45467,11/24/2024
419,287,Bangalore,Fashion,Shoes,72839,2,145678,12/5/2023
420,222,Bangalore,Sports,Cricket Bat,53590,2,107180,7/10/2023
421,200,Mumbai,Electronics,Mobile,59426,5,297130,3/15/2024
422,53,Hyderabad,Fashion,Shoes,36983,1,36983,8/14/2024
423,59,Delhi,Fashion,Jeans,43227,2,86454,4/13/2024
424,201,Hyderabad,Sports,Tennis Racket,78746,4,314984,9/17/2024
425,89,Chennai,Electronics,Headphones,46635,4,186540,9/24/2024
426,123,Delhi,Home,Mixer,18056,3,54168,5/1/2023
427,199,Bangalore,Electronics,Mobile,49429,2,98858,6/7/2024
428,96,Bangalore,Beauty,Lipstick,75840,4,303360,3/9/2024
429,148,Pune,Beauty,Lipstick,73233,2,146466,5/16/2024
430,184,Mumbai,Fashion,Jeans,59613,5,298065,2/24/2023
431,259,Chennai,Sports,Cricket Bat,26075,4,104300,7/29/2024
432,228,Bangalore,Sports,Gym Gloves,64951,4,259804,12/28/2024
433,150,Mumbai,Fashion,Shirt,74607,1,74607,8/14/2023
434,235,Hyderabad,Home,Sofa,70965,3,212895,6/22/2023
435,279,Delhi,Sports,Football,75566,1,75566,10/2/2023
436,218,Mumbai,Beauty,Perfume,58350,5,291750,8/12/2023
437,179,Mumbai,Fashion,Jeans,4724,4,18896,9/27/2023
438,180,Chennai,Sports,Football,31556,2,63112,8/25/2024
439,106,Pune,Beauty,Shampoo,22255,5,111275,5/23/2023
440,276,Pune,Electronics,Headphones,70267,3,210801,9/3/2024
441,264,Chennai,Home,Chair,38423,5,192115,10/1/2023
442,65,Chennai,Electronics,Mobile,54448,1,54448,10/11/2023
443,202,Bangalore,Fashion,Shoes,19668,3,59004,9/11/2023
444,39,Chennai,Fashion,Jeans,54793,4,219172,4/7/2024
445,189,Bangalore,Electronics,Tablet,68082,3,204246,12/12/2024
446,235,Chennai,Sports,Tennis Racket,76778,1,76778,4/6/2023
447,220,Pune,Home,Mixer,70548,4,282192,8/12/2023
448,281,Hyderabad,Sports,Tennis Racket,42818,3,128454,12/12/2023
449,51,Chennai,Fashion,Jacket,45554,1,45554,2/17/2023
450,234,Mumbai,Sports,Football,16784,2,33568,3/27/2024
451,141,Mumbai,Sports,Cricket Bat,17790,3,53370,6/12/2023
452,85,Mumbai,Home,Chair,11303,3,33909,11/11/2024
453,47,Chennai,Sports,Tennis Racket,31189,4,124756,11/2/2024
454,68,Hyderabad,Electronics,Laptop,28473,4,113892,3/21/2023
455,176,Mumbai,Fashion,Jacket,1717,1,1717,12/13/2024
456,197,Mumbai,Sports,Cricket Bat,63113,1,63113,8/23/2023
457,71,Bangalore,Electronics,Laptop,41571,3,124713,11/3/2023
458,5,Hyderabad,Fashion,Shoes,9466,5,47330,7/30/2024
459,78,Bangalore,Fashion,Jacket,46530,2,93060,10/5/2024
460,72,Mumbai,Beauty,Shampoo,28974,1,28974,4/13/2023
461,72,Pune,Beauty,Shampoo,46576,4,186304,11/19/2023
462,146,Chennai,Home,Mixer,33027,5,165135,9/7/2024
463,261,Pune,Electronics,Headphones,27428,5,137140,9/13/2024
464,198,Mumbai,Sports,Tennis Racket,7652,2,15304,5/21/2024
465,7,Delhi,Fashion,Jacket,78347,1,78347,6/24/2024
466,188,Hyderabad,Home,Sofa,51203,5,256015,3/6/2024
467,35,Mumbai,Fashion,Jacket,10067,1,10067,8/24/2024
468,260,Delhi,Home,Sofa,5720,1,5720,2/12/2024
469,275,Hyderabad,Beauty,Shampoo,56018,4,224072,3/26/2023
470,41,Hyderabad,Beauty,Lipstick,36868,1,36868,11/14/2023
471,34,Delhi,Fashion,Shoes,70805,3,212415,2/5/2024
472,223,Mumbai,Sports,Cricket Bat,8089,2,16178,3/30/2023
473,7,Chennai,Sports,Football,41039,2,82078,5/3/2023
474,268,Hyderabad,Fashion,Shirt,21973,4,87892,12/22/2023
475,61,Mumbai,Home,Sofa,49241,2,98482,10/3/2023
476,135,Chennai,Home,Table,36149,5,180745,3/7/2023
477,185,Mumbai,Beauty,Perfume,65531,4,262124,6/7/2024
478,53,Hyderabad,Sports,Cricket Bat,48693,2,97386,9/19/2023
479,7,Pune,Electronics,Mobile,67192,1,67192,2/15/2023
480,92,Mumbai,Electronics,Tablet,48207,4,192828,6/3/2023
481,214,Chennai,Beauty,Shampoo,29927,3,89781,9/12/2023
482,62,Hyderabad,Home,Chair,10708,5,53540,1/17/2024
483,206,Mumbai,Electronics,Mobile,29753,5,148765,2/17/2023
484,284,Bangalore,Sports,Tennis Racket,41223,3,123669,3/30/2023
485,156,Chennai,Electronics,Headphones,26802,3,80406,7/31/2024
486,253,Pune,Beauty,Lipstick,61307,3,183921,8/28/2024
487,13,Pune,Beauty,Lipstick,20235,1,20235,2/24/2024
488,193,Chennai,Beauty,Face Wash,1757,3,5271,1/2/2023
489,215,Bangalore,Home,Mixer,27395,5,136975,9/1/2023
490,119,Hyderabad,Electronics,Mobile,37177,1,37177,2/14/2023
491,49,Hyderabad,Sports,Tennis Racket,60591,1,60591,8/17/2024
492,32,Bangalore,Fashion,Jacket,10308,5,51540,8/4/2024
493,202,Chennai,Fashion,Shoes,38730,3,116190,11/19/2023
494,39,Pune,Home,Chair,59843,3,179529,8/28/2023
495,231,Bangalore,Fashion,Shirt,20869,1,20869,6/18/2023
496,107,Bangalore,Home,Table,16325,5,81625,1/2/2024
497,81,Chennai,Home,Table,35235,1,35235,4/3/2023
498,47,Chennai,Home,Mixer,28683,3,86049,6/1/2023
499,154,Delhi,Fashion,Jeans,52436,5,262180,2/20/2023
500,282,Pune,Fashion,Shirt,53504,4,214016,7/23/2024
501,7,Mumbai,Electronics,Tablet,13857,2,27714,5/5/2023
502,44,Hyderabad,Fashion,Shoes,26469,4,105876,1/17/2024
503,102,Chennai,Beauty,Face Wash,10328,1,10328,3/8/2023
504,22,Bangalore,Sports,Cricket Bat,12555,3,37665,5/6/2023
505,255,Mumbai,Electronics,Mobile,75720,4,302880,2/9/2024
506,96,Delhi,Sports,Gym Gloves,23150,3,69450,8/8/2023
507,126,Chennai,Home,Table,19981,1,19981,9/20/2024
508,32,Mumbai,Home,Table,54500,5,272500,5/5/2024
509,270,Pune,Home,Table,18487,4,73948,7/24/2023
510,279,Bangalore,Beauty,Perfume,50634,3,151902,5/6/2024
511,14,Delhi,Home,Chair,51405,3,154215,7/4/2023
512,242,Hyderabad,Beauty,Lipstick,4340,3,13020,3/1/2023
513,124,Delhi,Home,Sofa,21422,1,21422,9/11/2023
514,182,Pune,Beauty,Perfume,29258,5,146290,2/2/2024
515,184,Hyderabad,Fashion,Shoes,78162,3,234486,12/15/2024
516,289,Pune,Electronics,Headphones,74903,5,374515,5/26/2023
517,47,Mumbai,Sports,Tennis Racket,23510,4,94040,2/8/2023
518,1,Delhi,Fashion,Shoes,3112,5,15560,5/4/2024
519,166,Mumbai,Beauty,Lipstick,17603,3,52809,7/1/2023
520,270,Delhi,Electronics,Mobile,77388,2,154776,4/24/2023
521,173,Delhi,Electronics,Headphones,52351,5,261755,4/14/2023
522,250,Chennai,Home,Sofa,21144,4,84576,10/16/2024
523,115,Chennai,Home,Sofa,74159,5,370795,1/1/2024
524,151,Pune,Beauty,Lipstick,50095,3,150285,12/6/2024
525,17,Pune,Fashion,Shirt,75582,4,302328,8/4/2024
526,255,Pune,Beauty,Face Wash,29453,5,147265,4/17/2023
527,86,Chennai,Home,Mixer,31694,3,95082,11/24/2023
528,108,Pune,Electronics,Headphones,59040,1,59040,9/29/2023
529,25,Bangalore,Electronics,Headphones,34140,1,34140,1/2/2023
530,194,Delhi,Sports,Gym Gloves,22302,4,89208,5/19/2024
531,116,Pune,Beauty,Shampoo,13794,4,55176,8/14/2024
532,164,Delhi,Sports,Football,4879,3,14637,1/21/2023
533,83,Chennai,Electronics,Laptop,45301,2,90602,1/20/2024
534,248,Chennai,Electronics,Laptop,44795,5,223975,9/20/2024
535,81,Mumbai,Electronics,Tablet,22126,5,110630,3/20/2024
536,284,Chennai,Electronics,Headphones,27441,2,54882,2/24/2024
537,50,Mumbai,Beauty,Face Wash,37399,3,112197,9/1/2023
538,2,Bangalore,Sports,Gym Gloves,20631,1,20631,1/5/2024
539,50,Mumbai,Electronics,Headphones,79171,4,316684,7/24/2023
540,60,Delhi,Fashion,Shoes,38748,1,38748,4/29/2024
541,279,Bangalore,Sports,Gym Gloves,64606,3,193818,4/4/2023
542,229,Mumbai,Fashion,Jeans,50496,3,151488,7/11/2023
543,138,Hyderabad,Home,Table,61456,3,184368,8/20/2023
544,177,Hyderabad,Electronics,Mobile,13175,1,13175,11/15/2024
545,268,Bangalore,Sports,Cricket Bat,73061,1,73061,2/1/2024
546,154,Mumbai,Beauty,Shampoo,75566,2,151132,5/2/2024
547,293,Chennai,Sports,Football,66311,5,331555,6/13/2024
548,86,Pune,Beauty,Lipstick,16265,4,65060,6/27/2023
549,223,Pune,Fashion,Shoes,6093,4,24372,3/22/2023
550,199,Hyderabad,Fashion,Jeans,42410,1,42410,3/31/2023
551,7,Chennai,Sports,Tennis Racket,36702,5,183510,4/14/2024
552,76,Hyderabad,Beauty,Shampoo,15248,4,60992,6/3/2023
553,147,Hyderabad,Beauty,Perfume,14345,5,71725,4/14/2023
554,249,Hyderabad,Home,Table,35120,4,140480,11/1/2024
555,207,Pune,Beauty,Shampoo,5410,2,10820,10/10/2023
556,122,Mumbai,Beauty,Shampoo,5583,4,22332,12/6/2023
557,156,Delhi,Sports,Tennis Racket,49316,1,49316,12/12/2023
558,154,Chennai,Home,Table,13373,2,26746,5/18/2023
559,46,Pune,Sports,Tennis Racket,35813,4,143252,9/11/2024
560,192,Mumbai,Sports,Cricket Bat,53868,4,215472,6/12/2024
561,260,Bangalore,Beauty,Lipstick,9100,3,27300,12/27/2024
562,30,Pune,Fashion,Shirt,23272,2,46544,7/25/2023
563,102,Delhi,Electronics,Tablet,7126,3,21378,12/22/2024
564,64,Chennai,Home,Table,66707,4,266828,10/12/2024
565,229,Pune,Electronics,Mobile,49319,4,197276,8/31/2024
566,47,Delhi,Sports,Tennis Racket,45621,2,91242,9/22/2023
567,110,Pune,Electronics,Tablet,7007,2,14014,8/8/2024
568,11,Chennai,Fashion,Shoes,35769,4,143076,6/9/2024
569,5,Pune,Electronics,Tablet,17842,2,35684,9/7/2024
570,179,Bangalore,Home,Chair,36594,4,146376,1/21/2024
571,267,Hyderabad,Home,Sofa,61671,3,185013,11/24/2024
572,192,Hyderabad,Sports,Football,1463,5,7315,11/9/2024
573,33,Delhi,Beauty,Face Wash,39621,1,39621,5/8/2024
574,153,Pune,Home,Chair,36791,3,110373,11/2/2024
575,164,Chennai,Fashion,Shoes,7941,5,39705,2/18/2024
576,215,Bangalore,Fashion,Shirt,65691,3,197073,9/23/2023
577,176,Chennai,Sports,Football,76918,5,384590,7/14/2023
578,88,Chennai,Fashion,Jacket,47488,5,237440,11/4/2023
579,66,Chennai,Beauty,Lipstick,39006,1,39006,4/27/2024
580,182,Pune,Home,Sofa,44492,1,44492,8/16/2023
581,300,Delhi,Home,Table,43926,3,131778,9/24/2023
582,299,Hyderabad,Sports,Football,62174,1,62174,10/11/2024
583,62,Chennai,Beauty,Perfume,62394,2,124788,5/27/2024
584,71,Pune,Sports,Tennis Racket,54646,1,54646,6/4/2023
585,162,Chennai,Home,Table,75132,4,300528,5/27/2023
586,91,Delhi,Fashion,Shirt,64408,3,193224,10/8/2024
587,87,Hyderabad,Electronics,Laptop,59751,3,179253,8/3/2023
588,223,Chennai,Fashion,Jacket,12039,2,24078,9/21/2024
589,3,Mumbai,Sports,Gym Gloves,56733,4,226932,1/28/2024
590,272,Pune,Beauty,Lipstick,49403,1,49403,11/26/2023
591,177,Delhi,Electronics,Laptop,33113,2,66226,12/11/2024
592,157,Pune,Fashion,Shirt,50772,5,253860,8/25/2024
593,267,Hyderabad,Electronics,Laptop,39585,3,118755,4/11/2024
594,251,Delhi,Beauty,Face Wash,57341,2,114682,12/17/2023
595,115,Chennai,Fashion,Shoes,53373,1,53373,8/22/2023
596,87,Mumbai,Fashion,Shoes,3372,5,16860,5/31/2024
597,25,Hyderabad,Home,Mixer,49677,3,149031,7/1/2024
598,60,Bangalore,Electronics,Laptop,3087,1,3087,12/7/2024
599,243,Chennai,Sports,Gym Gloves,16699,5,83495,9/16/2023
600,52,Chennai,Fashion,Shoes,1719,3,5157,3/6/2024
601,54,Hyderabad,Beauty,Face Wash,79881,2,159762,3/4/2024
602,255,Pune,Beauty,Perfume,37554,1,37554,4/19/2023
603,184,Chennai,Beauty,Lipstick,34971,5,174855,7/26/2023
604,255,Pune,Sports,Tennis Racket,21520,1,21520,7/15/2024
605,46,Mumbai,Sports,Tennis Racket,31237,1,31237,1/14/2023
606,39,Chennai,Beauty,Shampoo,20048,1,20048,6/7/2024
607,136,Bangalore,Electronics,Headphones,30798,4,123192,10/31/2023
608,185,Chennai,Electronics,Laptop,23398,1,23398,10/25/2023
609,5,Pune,Home,Table,15691,1,15691,2/16/2023
610,138,Chennai,Fashion,Jeans,47361,4,189444,9/28/2024
611,206,Bangalore,Electronics,Headphones,45421,2,90842,4/27/2023
612,86,Mumbai,Sports,Tennis Racket,51056,4,204224,3/7/2024
613,248,Hyderabad,Fashion,Shirt,21392,1,21392,3/2/2024
614,15,Chennai,Sports,Cricket Bat,50274,3,150822,9/18/2024
615,226,Mumbai,Fashion,Jacket,64479,1,64479,2/26/2024
616,269,Chennai,Electronics,Headphones,41687,1,41687,12/22/2024
617,49,Bangalore,Beauty,Lipstick,44841,5,224205,6/19/2024
618,286,Hyderabad,Fashion,Jacket,45818,4,183272,6/2/2023
619,254,Pune,Electronics,Laptop,21068,5,105340,4/25/2024
620,143,Mumbai,Electronics,Tablet,42526,2,85052,12/5/2023
621,121,Mumbai,Beauty,Lipstick,72654,4,290616,2/17/2024
622,256,Bangalore,Sports,Gym Gloves,75608,4,302432,4/1/2023
623,207,Bangalore,Home,Mixer,65691,1,65691,4/16/2023
624,156,Hyderabad,Electronics,Laptop,12413,5,62065,9/25/2024
625,28,Pune,Beauty,Lipstick,60296,3,180888,1/8/2024
626,243,Chennai,Sports,Tennis Racket,73920,5,369600,9/6/2024
627,114,Mumbai,Home,Table,15445,1,15445,11/5/2024
628,192,Chennai,Home,Chair,38770,5,193850,6/18/2024
629,210,Mumbai,Electronics,Laptop,22016,4,88064,5/24/2023
630,111,Bangalore,Home,Sofa,25081,1,25081,2/7/2024
631,64,Bangalore,Fashion,Jeans,14625,4,58500,2/17/2023
632,25,Hyderabad,Sports,Cricket Bat,65882,1,65882,6/27/2024
633,297,Pune,Sports,Gym Gloves,67128,2,134256,12/9/2024
634,165,Hyderabad,Fashion,Shirt,51278,5,256390,9/12/2024
635,176,Delhi,Sports,Gym Gloves,33037,3,99111,2/12/2024
636,263,Delhi,Sports,Cricket Bat,18611,4,74444,9/8/2024
637,108,Hyderabad,Beauty,Face Wash,73059,2,146118,7/25/2023
638,278,Chennai,Home,Chair,17889,2,35778,5/30/2024
639,299,Hyderabad,Home,Mixer,46668,5,233340,5/6/2024
640,55,Mumbai,Sports,Tennis Racket,55863,1,55863,6/19/2024
641,137,Pune,Sports,Cricket Bat,7455,1,7455,7/24/2023
642,152,Pune,Home,Chair,19692,1,19692,12/8/2024
643,288,Pune,Beauty,Perfume,47513,4,190052,4/15/2023
644,148,Chennai,Beauty,Shampoo,31642,5,158210,12/13/2024
645,161,Hyderabad,Electronics,Tablet,51297,4,205188,12/2/2024
646,227,Pune,Electronics,Laptop,33443,2,66886,9/27/2024
647,91,Chennai,Home,Sofa,25862,3,77586,4/4/2024
648,194,Mumbai,Electronics,Mobile,23279,5,116395,5/3/2023
649,83,Hyderabad,Sports,Tennis Racket,73454,3,220362,5/14/2023
650,80,Mumbai,Home,Mixer,43827,4,175308,12/27/2024
651,155,Bangalore,Fashion,Jeans,78734,1,78734,10/2/2024
652,113,Pune,Beauty,Face Wash,10052,3,30156,6/22/2024
653,279,Hyderabad,Beauty,Perfume,66709,2,133418,3/1/2024
654,170,Delhi,Sports,Football,46296,2,92592,8/7/2023
655,244,Hyderabad,Home,Chair,29132,5,145660,6/27/2024
656,125,Mumbai,Electronics,Laptop,45851,4,183404,9/4/2023
657,277,Chennai,Home,Table,15360,4,61440,9/20/2023
658,261,Bangalore,Home,Mixer,68246,3,204738,6/10/2024
659,264,Mumbai,Sports,Football,39354,2,78708,11/25/2023
660,34,Pune,Electronics,Mobile,71013,5,355065,1/8/2023
661,223,Chennai,Fashion,Jacket,14121,2,28242,7/4/2024
662,20,Mumbai,Electronics,Mobile,3613,4,14452,12/6/2023
663,37,Hyderabad,Electronics,Laptop,23829,3,71487,7/25/2024
664,208,Bangalore,Fashion,Jeans,53929,4,215716,4/6/2024
665,4,Chennai,Home,Mixer,51552,1,51552,7/1/2024
666,38,Delhi,Beauty,Perfume,77256,1,77256,12/18/2024
667,45,Delhi,Beauty,Perfume,38489,3,115467,9/13/2024
668,81,Hyderabad,Sports,Gym Gloves,52288,1,52288,4/30/2024
669,74,Delhi,Fashion,Shoes,51748,5,258740,10/30/2023
670,64,Mumbai,Home,Mixer,73051,5,365255,5/25/2023
671,157,Pune,Electronics,Tablet,70905,5,354525,3/29/2023
672,83,Pune,Home,Sofa,54587,5,272935,5/26/2023
673,291,Mumbai,Fashion,Jeans,25970,1,25970,7/5/2023
674,35,Delhi,Beauty,Shampoo,72545,1,72545,10/25/2023
675,183,Pune,Electronics,Mobile,76599,4,306396,12/5/2023
676,100,Delhi,Fashion,Shirt,37873,5,189365,3/13/2023
677,157,Chennai,Sports,Gym Gloves,43536,5,217680,11/6/2024
678,162,Bangalore,Beauty,Lipstick,74628,5,373140,1/9/2024
679,224,Delhi,Fashion,Shirt,41553,2,83106,8/15/2023
680,229,Delhi,Home,Sofa,43958,4,175832,4/18/2024
681,42,Delhi,Home,Table,72808,1,72808,6/29/2023
682,10,Hyderabad,Fashion,Shoes,35002,1,35002,3/19/2023
683,283,Delhi,Electronics,Tablet,77837,2,155674,2/7/2023
684,115,Hyderabad,Beauty,Shampoo,19981,3,59943,2/6/2024
685,47,Bangalore,Home,Sofa,61409,5,307045,6/6/2024
686,85,Hyderabad,Home,Mixer,31810,5,159050,12/1/2024
687,290,Chennai,Fashion,Jacket,21369,2,42738,8/2/2024
688,250,Pune,Fashion,Jacket,47528,1,47528,8/13/2023
689,106,Hyderabad,Electronics,Headphones,48922,2,97844,2/13/2023
690,21,Chennai,Home,Table,62061,4,248244,2/17/2023
691,297,Hyderabad,Home,Mixer,68837,3,206511,9/27/2023
692,40,Hyderabad,Beauty,Lipstick,49869,4,199476,1/10/2024
693,181,Delhi,Home,Table,29715,5,148575,2/20/2024
694,72,Bangalore,Sports,Gym Gloves,79695,1,79695,5/28/2024
695,144,Pune,Fashion,Shoes,10604,5,53020,10/20/2024
696,61,Chennai,Fashion,Shoes,21125,3,63375,9/8/2024
697,246,Bangalore,Fashion,Jacket,43783,1,43783,5/8/2024
698,23,Pune,Fashion,Shoes,54357,1,54357,9/7/2023
699,294,Pune,Beauty,Lipstick,18158,5,90790,2/10/2023
700,208,Hyderabad,Electronics,Mobile,34350,2,68700,6/13/2024
701,230,Hyderabad,Beauty,Perfume,37652,1,37652,8/10/2023
702,74,Hyderabad,Sports,Gym Gloves,22856,2,45712,2/25/2024
703,36,Pune,Fashion,Jeans,22483,3,67449,4/9/2024
704,104,Hyderabad,Sports,Gym Gloves,17829,1,17829,1/17/2023
705,91,Bangalore,Beauty,Shampoo,20103,5,100515,4/9/2023
706,48,Bangalore,Beauty,Perfume,70155,5,350775,5/1/2023
707,190,Mumbai,Fashion,Shirt,57057,5,285285,3/6/2024
708,180,Hyderabad,Beauty,Shampoo,30579,4,122316,1/26/2024
709,245,Pune,Beauty,Perfume,56269,2,112538,9/18/2023
710,132,Pune,Electronics,Headphones,78919,5,394595,2/23/2024
711,267,Mumbai,Electronics,Laptop,76257,5,381285,5/1/2023
712,55,Pune,Sports,Cricket Bat,41905,4,167620,1/6/2024
713,290,Delhi,Sports,Tennis Racket,34749,5,173745,3/9/2024
714,283,Hyderabad,Beauty,Face Wash,52595,2,105190,2/28/2024
715,248,Delhi,Sports,Cricket Bat,49024,5,245120,7/22/2024
716,61,Chennai,Home,Chair,52683,2,105366,11/6/2024
717,261,Bangalore,Fashion,Jacket,21706,1,21706,8/8/2023
718,3,Mumbai,Home,Mixer,21568,4,86272,10/13/2024
719,33,Delhi,Fashion,Jacket,79175,4,316700,4/1/2023
720,197,Bangalore,Fashion,Jeans,10990,5,54950,2/8/2023
721,254,Bangalore,Beauty,Face Wash,78811,1,78811,6/29/2023
722,18,Hyderabad,Electronics,Mobile,68415,3,205245,7/19/2023
723,123,Chennai,Beauty,Lipstick,22714,1,22714,1/4/2024
724,181,Chennai,Electronics,Mobile,11882,3,35646,2/14/2024
725,8,Chennai,Sports,Gym Gloves,77318,2,154636,6/14/2024
726,299,Delhi,Electronics,Laptop,72536,3,217608,7/26/2024
727,233,Bangalore,Home,Chair,30161,5,150805,7/19/2023
728,260,Mumbai,Beauty,Perfume,34723,2,69446,2/21/2024
729,60,Hyderabad,Beauty,Perfume,66451,3,199353,12/15/2023
730,248,Pune,Home,Chair,58534,4,234136,7/30/2024
731,247,Mumbai,Home,Table,60887,5,304435,1/29/2023
732,118,Delhi,Home,Mixer,50657,2,101314,11/24/2024
733,135,Pune,Sports,Tennis Racket,68199,5,340995,1/10/2023
734,284,Pune,Home,Mixer,52788,3,158364,3/19/2023
735,138,Pune,Sports,Tennis Racket,46838,2,93676,8/10/2024
736,136,Pune,Fashion,Jacket,26670,2,53340,9/5/2023
737,80,Mumbai,Fashion,Shoes,33228,5,166140,12/31/2023
738,278,Mumbai,Electronics,Laptop,65074,5,325370,1/7/2023
739,141,Bangalore,Sports,Tennis Racket,41842,4,167368,8/11/2024
740,66,Mumbai,Fashion,Jeans,52650,2,105300,8/13/2024
741,258,Delhi,Beauty,Shampoo,63194,5,315970,2/3/2023
742,266,Bangalore,Sports,Cricket Bat,60425,1,60425,12/16/2024
743,298,Mumbai,Home,Mixer,2049,2,4098,1/24/2024
744,135,Pune,Home,Chair,34539,2,69078,7/15/2024
745,256,Bangalore,Home,Table,45470,3,136410,7/8/2023
746,144,Bangalore,Fashion,Jacket,49299,3,147897,2/15/2024
747,139,Pune,Fashion,Shoes,75983,2,151966,4/13/2023
748,77,Bangalore,Beauty,Shampoo,50423,2,100846,5/30/2023
749,265,Hyderabad,Electronics,Mobile,55749,4,222996,5/18/2023
750,291,Mumbai,Home,Table,39826,3,119478,7/29/2024
751,131,Bangalore,Sports,Football,21909,1,21909,8/9/2023
752,185,Hyderabad,Electronics,Tablet,44364,3,133092,1/5/2024
753,63,Delhi,Beauty,Face Wash,45607,1,45607,2/26/2024
754,276,Pune,Beauty,Lipstick,76109,5,380545,10/27/2024
755,229,Mumbai,Home,Chair,43110,5,215550,5/14/2024
756,173,Bangalore,Sports,Tennis Racket,61284,2,122568,6/21/2023
757,176,Pune,Beauty,Shampoo,9851,1,9851,6/15/2023
758,203,Delhi,Home,Chair,38688,3,116064,9/11/2024
759,212,Pune,Sports,Tennis Racket,77428,5,387140,4/6/2024
760,129,Chennai,Fashion,Shirt,16889,2,33778,11/8/2024
761,49,Mumbai,Electronics,Mobile,22377,4,89508,4/16/2023
762,43,Mumbai,Sports,Football,3955,4,15820,6/20/2024
763,118,Pune,Home,Sofa,11550,4,46200,11/13/2023
764,88,Mumbai,Home,Table,17069,2,34138,6/23/2024
765,277,Delhi,Electronics,Headphones,43124,4,172496,4/23/2024
766,234,Chennai,Beauty,Shampoo,18209,5,91045,7/1/2023
767,178,Bangalore,Beauty,Shampoo,69110,5,345550,11/14/2023
768,188,Bangalore,Beauty,Lipstick,12238,4,48952,11/12/2023
769,268,Pune,Home,Sofa,40289,1,40289,1/1/2023
770,252,Bangalore,Home,Chair,61998,5,309990,1/9/2023
771,119,Mumbai,Home,Mixer,56918,3,170754,9/3/2024
772,224,Bangalore,Beauty,Face Wash,25216,4,100864,7/28/2024
773,135,Mumbai,Fashion,Shoes,51581,4,206324,8/14/2023
774,140,Delhi,Sports,Cricket Bat,68213,5,341065,12/11/2024
775,94,Pune,Beauty,Face Wash,54620,2,109240,3/12/2023
776,140,Chennai,Home,Mixer,60182,5,300910,4/8/2024
777,78,Mumbai,Beauty,Shampoo,25113,3,75339,1/20/2023
778,138,Pune,Beauty,Perfume,24871,1,24871,10/16/2023
779,8,Bangalore,Sports,Football,31014,1,31014,6/4/2023
780,191,Bangalore,Fashion,Jeans,55582,3,166746,5/25/2024
781,137,Bangalore,Electronics,Headphones,11015,2,22030,2/27/2023
782,196,Mumbai,Electronics,Tablet,24303,2,48606,9/14/2023
783,18,Pune,Electronics,Mobile,50936,4,203744,9/11/2023
784,200,Chennai,Sports,Football,68806,2,137612,4/29/2024
785,267,Mumbai,Home,Chair,21289,1,21289,7/16/2024
786,27,Chennai,Home,Table,39666,2,79332,1/5/2024
787,8,Pune,Fashion,Shirt,31428,4,125712,11/29/2023
788,22,Hyderabad,Home,Mixer,52379,2,104758,1/10/2023
789,81,Bangalore,Sports,Cricket Bat,49179,1,49179,9/12/2023
790,79,Chennai,Electronics,Headphones,8371,1,8371,12/31/2023
791,163,Hyderabad,Beauty,Perfume,16992,4,67968,8/27/2023
792,194,Delhi,Home,Table,25792,1,25792,12/6/2024
793,225,Hyderabad,Fashion,Jeans,5675,4,22700,12/24/2024
794,279,Delhi,Home,Table,25374,5,126870,7/11/2023
795,83,Mumbai,Home,Table,36587,5,182935,7/21/2024
796,278,Delhi,Beauty,Lipstick,59401,3,178203,9/27/2023
797,10,Hyderabad,Sports,Football,66816,4,267264,7/9/2023
798,276,Bangalore,Home,Sofa,42534,1,42534,11/5/2024
799,145,Delhi,Fashion,Jacket,72781,2,145562,9/19/2024
800,35,Mumbai,Sports,Tennis Racket,14978,1,14978,6/19/2024
801,249,Pune,Fashion,Shoes,4599,2,9198,4/20/2023
802,251,Hyderabad,Electronics,Laptop,75343,4,301372,11/4/2024
803,37,Mumbai,Beauty,Face Wash,6933,3,20799,8/15/2023
804,32,Delhi,Fashion,Jacket,10980,4,43920,10/16/2024
805,137,Hyderabad,Beauty,Shampoo,48874,1,48874,9/23/2024
806,266,Mumbai,Electronics,Laptop,40333,1,40333,8/10/2023
807,99,Hyderabad,Electronics,Mobile,70185,4,280740,7/14/2023
808,55,Chennai,Fashion,Shoes,73693,5,368465,3/1/2024
809,86,Pune,Beauty,Face Wash,60625,4,242500,4/17/2023
810,81,Hyderabad,Beauty,Shampoo,66651,3,199953,11/4/2024
811,167,Delhi,Beauty,Shampoo,46679,3,140037,7/17/2024
812,289,Hyderabad,Sports,Gym Gloves,42895,5,214475,9/4/2023
813,232,Bangalore,Fashion,Jacket,72620,3,217860,1/4/2024
